VV,VH,dark_spot_mask,dark_spot_magnitude,SAR_change_dB,new_spill_mask,chronic_spill_mask,NDVI,NDWI,NDMI,NDVI_change,lat,lon,risk_label,iso_anomaly,iso_score,iso_score_norm,xgb_prob_low,xgb_prob_medium,xgb_prob_high,xgb_pred,combined_risk_score,risk_tier
-7.517739366664276,-14.46205977424173,0,-0.033102562870317,0.1246762361887245,0,0,0.7227382063865662,-0.6728754639625549,0.1517939418554306,0.1847308874130249,5.187770765790236,6.849654041411351,0,0,-0.4043582734741657,0.11075086394454581,0.9987066,0.000838132,0.00045526505,0,0.04453957893320544,LOW
-8.028595807088134,-14.596589775352037,0,0.0250192822636657,0.4953529371512211,0,0,0.5961379408836365,-0.5408788323402405,0.1302988827228546,0.0320984125137329,5.187770765790236,6.894569805617327,0,0,-0.3781515800809082,0.05105949559426515,0.9993612,0.00047682217,0.0001619293,0,0.020443962040834585,LOW
-7.746996225221876,-13.915379892453236,0,-0.0813871463468488,-0.4702203030304748,0,0,0.6144578456878662,-0.6324872970581055,0.0343053191900253,-0.0008504390716552,5.187770765790236,6.939485569823304,0,0,-0.4032799965283696,0.10829485679441475,0.99615806,0.0034305085,0.00041143945,0,0.043524446167355846,LOW
-7.61193600286528,-14.42756845382272,0,-0.1112433818636751,0.4075644197234442,0,0,0.6437221169471741,-0.6267090439796448,0.0532979369163513,0.1802614629268646,5.187770765790236,6.984401334029279,0,0,-0.40386261399388357,0.10962189310607129,0.9987766,0.0007544422,0.0004689744,0,0.04409822904888392,LOW
-7.735941132838886,-14.45085351471276,0,-0.0792186049945676,0.4477352009261031,0,0,0.6771300435066223,-0.6147459149360657,0.1410467028617859,0.0771891474723815,5.187770765790236,7.029317098235255,0,0,-0.38711815813680167,0.07148280140947283,0.9987305,0.00080520625,0.0004643405,0,0.028839131662868757,LOW
-7.848762986497206,-14.59052970715062,0,-0.0937965060373516,0.4061919782856655,0,0,0.5837485790252686,-0.5592452883720398,0.0917892903089523,0.0224884152412414,5.187770765790236,7.074232862441232,0,0,-0.3686758567562977,0.029476502163274132,0.9993654,0.00047125862,0.0001633961,0,0.011811860105693751,LOW
-7.202052323959126,-14.761697524208206,0,-0.2373700948083867,0.4634699503473118,0,0,0.5712418556213379,-0.5622563362121582,0.0840352401137352,0.0924864113330841,5.187770765790236,7.119148626647208,0,0,-0.373256523678031,0.03990995412198173,0.9986896,0.0008484615,0.00046192278,0,0.01620818714623078,LOW
-7.54956071955495,-14.615415062179888,0,-0.0774524564555935,0.3944498986534182,0,0,0.6553894281387329,-0.6050935983657837,0.137251928448677,0.1385718584060669,5.187770765790236,7.164064390853183,0,0,-0.3839767255970905,0.06432751462599395,0.9987717,0.000782679,0.0004456127,0,0.02596303062353802,LOW
-6.447450404896079,-13.546418903979475,0,-0.3564178715991437,0.0938008350934493,0,0,0.3123008906841278,-0.283808946609497,0.0365050137042999,-0.2021499574184417,5.232686529996212,6.535243691969519,1,0,-0.4367476058413959,0.1845245193973708,0.025476178,0.9726505,0.0018732708,1,0.07510803883167219,LOW
-8.380040015530803,-15.258456535641226,0,0.2233412435190303,-0.7054055401601946,0,0,0.4653266072273254,-0.4796750247478485,-0.0072274077683687,0.0016993880271911,5.232686529996212,6.580159456175495,1,0,-0.396966321476657,0.09391410690352175,0.015574741,0.98289907,0.0015262607,1,0.03860471912507655,LOW
